step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.032375,0.22110704418319535,0.015722278343744893,,8811.982759476059,11.014978449345074,0.07684161023186169,0.05027954527208655,0.25,0.28,0.105,False,False,8811.982759476059,8811.982759476059
6,treatment,policy_value,profit,0.0335,0.21024171062752692,0.029589735371528904,,9158.57254226246,11.448215677828076,0.0850397976326814,0.05871354666474643,0.25,0.2725,0.10625,False,False,9158.57254226246,17970.555301738517
7,treatment,policy_value,profit,0.03396875,0.20605515258936727,0.06818340495380068,,9003.106168175244,11.253882710219054,0.08240572529621415,0.05576739023274101,0.25,0.27,0.07125,False,False,9003.106168175244,26973.66146991376
8,treatment,policy_value,profit,0.035062499999999996,0.2189447405338416,0.09417337873206996,,8577.565002375544,10.72195625296943,0.08140222172266658,0.056465170006502106,0.25,0.27375,0.0975,False,False,8577.565002375544,35551.2264722893
9,treatment,policy_value,profit,0.0406875,0.21472402166906399,0.15001498228600404,12.04743895097396,9514.335453955471,11.892919317444338,0.08361245198055751,0.05842296832988078,0.25,0.2775,0.10625,False,False,9514.335453955471,45065.56192624477
10,treatment,policy_value,profit,0.0375625,0.21279703810618306,0.14571783490061596,3.560252215009111,9362.630092710839,11.703287615888549,0.08137288067859318,0.0558257576539914,0.25,0.27375,0.11,False,False,9362.630092710839,54428.19201895561
11,treatment,policy_value,profit,0.033375,0.22099541291822894,0.10260910344829385,1.5827052424253651,9241.664077654175,11.55208009706772,0.08128943617527741,0.057733743543500964,0.25,0.275,0.08125,False,False,9241.664077654175,63669.85609660979
12,treatment,policy_value,profit,0.0295625,0.21284171416662617,0.12836263887660215,-5.063294035216872,8781.506464961594,10.976883081201994,0.07825567434317524,0.052741348191013664,0.25,0.2725,0.095,True,False,8531.506464961594,72201.36256157138
13,treatment,policy_value,profit,0.0499266581632653,0.22185239686412978,0.07315258372824358,-5.9364485191922896,6187.746768054019,7.734683460067524,0.0790335522254008,0.06878092911055997,0.25,0.2775,0.09625,False,True,6187.746768054019,78389.1093296254
14,treatment,policy_value,profit,0.04855229591836735,0.23079508970245335,0.1458104563113158,-6.164422532145059,-10268.428776341127,-12.835535970426408,-0.1446296731811526,0.08145562048821495,0.25,0.2725,0.10625,False,True,-10268.428776341127,68120.68055328427
15,treatment,policy_value,profit,0.05793048469387756,0.24404286400994124,0.20926895781663968,-9.370894569504353,-10844.673181734292,-13.555841477167865,-0.14262460843562993,0.08685935256276803,0.25,0.29125,0.1025,True,False,-11094.673181734292,57026.007371549975
16,treatment,policy_value,profit,0.04344358766233766,0.2049428585688089,0.058700892771663876,-9.6075108244848,-9105.790876375368,-11.38223859546921,-0.14260210345447796,-0.051233925177728824,0.2225,0.25625,0.105,False,True,-9105.790876375368,47920.21649517461
17,treatment,policy_value,profit,0.044013798701298706,0.20425369298244322,0.07817516892348761,-10.29976339136563,-9106.57666819047,-11.383220835238086,-0.14183762405201808,-0.05055538862205299,0.235,0.2675,0.1,False,True,-9106.57666819047,38813.63982698414
18,treatment,policy_value,profit,0.04481534090909091,0.20191566749460932,0.13686620967002808,-14.19182719073961,-10156.975812010067,-12.696219765012584,-0.1454452167350532,-0.05182697923580222,0.25,0.28625,0.10875,True,False,-10406.975812010067,28406.66401497407
19,treatment,policy_value,profit,0.057238337320574165,0.21564923378992634,0.050285981559781055,-13.146495725949114,-1518.835733288951,-1.8985446666111887,-0.1462761248083662,-0.16501187590550592,0.0,0.0425,0.08625,False,True,-1518.835733288951,26887.82828168512
20,treatment,policy_value,profit,0.05175986842105263,0.21566481551027877,0.07520118073622055,-9.384551510662854,-1470.7034842706976,-1.838379355338372,-0.1436577598649103,-0.16334897095896322,0.00125,0.045,0.09375,False,True,-1470.7034842706976,25417.124797414424
