step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,none,policy_value_confident,profit,0.0296875,0.20873298880554025,,15.230796460652833,15.674960655137209,-15.491561882498456,45.953154803804125,41.013812346576884,79,8580.847556685803,10.726059445857254,0.08020046371273176,0.09618697428206978,0.25,0.275,0.09875,False,False,False,8580.847556685803,8580.847556685803
6,none,policy_value_confident,profit,0.03509375,0.21067659086990173,0.1442943707108609,26.88547655831461,12.691467267431431,2.0106578031800417,51.76029531344918,47.76108252448508,173,9045.009463183711,11.306261828979638,0.0848761951789919,0.10003858871561082,0.25,0.285,0.1175,False,False,False,9045.009463183711,17625.857019869516
7,none,policy_value_confident,profit,0.034375,0.21623314036938232,0.12507765072626864,19.76688819451897,10.833721244273645,-1.4668152628038307,41.00059165184177,37.58677387654369,251,9005.64410255137,11.257055128189213,0.08586172483008198,0.10504433607816394,0.25,0.27875,0.0975,False,False,False,9005.64410255137,26631.501122420887
8,none,policy_value_confident,profit,0.034125,0.21880703906957763,0.13220158127313505,32.59916118816125,11.683371973457414,9.70017290220007,55.49814947412243,51.81659795372585,250,9358.849907603173,11.698562384503965,0.08440541390672894,0.10211029783509992,0.25,0.2775,0.0975,False,False,False,9358.849907603173,35990.35103002406
9,none,policy_value_confident,profit,0.033593750000000006,0.21005806185455525,0.10781769358747822,20.587992800948445,12.409325296144337,-3.7338378519362863,44.90982345383318,40.9995165223321,251,8152.992645405244,10.191240806756555,0.07710367680771678,0.09847249269453381,0.25,0.28125,0.11875,False,False,False,8152.992645405244,44143.34367542931
10,none,policy_value_confident,profit,0.029593750000000002,0.20721705602035026,0.09907117673627001,24.525780344780177,11.813449884816606,1.3718440373707885,47.67971665218957,43.95717623463021,267,8586.171646229588,10.732714557786984,0.08169824690564287,0.10173401190444492,0.25,0.28625,0.1175,False,False,False,8586.171646229588,52729.515321658895
11,none,policy_value_confident,profit,0.032593750000000005,0.21471170895232924,0.08845974275908491,4.583342773294848,12.324306617931772,-19.571854332280054,28.73853987886975,24.855023213461948,266,8393.295189019898,10.491618986274872,0.08346349176649838,0.10140701230775112,0.25,0.27375,0.09625,False,False,False,8393.295189019898,61122.81051067879
12,none,policy_value_confident,profit,0.032093750000000004,0.20814448679553618,0.11254615446911191,9.460136623575998,10.705331327852829,-11.52192722158389,30.442200468735887,27.068839685911936,254,8860.021796453944,11.07502724556743,0.07992487960648423,0.09864483033532316,0.25,0.2775,0.10375,False,False,False,8860.021796453944,69982.83230713273
13,none,policy_value_confident,profit,0.031093750000000003,0.21026226001034304,0.16513001013568226,-4.448382305463248,10.860960967943681,-25.73547464012814,16.838710029201643,13.41630873483728,246,8624.999523233533,10.781249404041917,0.0789778109258504,0.09772199657588426,0.25,0.28875,0.1075,False,False,False,8624.999523233533,78607.83183036627
14,none,policy_value_confident,profit,0.03175,0.21555749231917898,0.18128288695703287,18.693177327633844,12.168465158381586,-5.156576129924542,42.542930785192226,38.70852137783041,253,8623.975318034896,10.77996914754362,0.08144004702147514,0.09766227874162467,0.25,0.2775,0.105,False,False,False,8623.975318034896,87231.80714840116
