step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,none,policy_value,profit,0.032687499999999994,0.2177005399532873,,9.744065015445093,24.024670509049855,-37.343423922734175,56.831553953624365,49.261131438569805,78,8407.191543482348,10.508989429352935,0.07885743994421382,0.09694753018161524,0.25,0.2825,0.0975,False,False,False,8407.191543482348,8407.191543482348
6,none,policy_value,profit,0.03328125,0.2154094709557418,0.21548705343847968,20.269160179276728,16.47215224353185,-12.015664965906335,52.55398532445979,47.36343954074691,163,8749.494913704037,10.936868642130046,0.07851417334977773,0.09865972433330267,0.25,0.26875,0.10625,False,False,False,8749.494913704037,17156.686457186384
7,none,policy_value,profit,0.03696875,0.21975925652732614,0.16762150066571474,8.607357178072915,13.879028556381286,-18.595038932837333,35.80975328898317,31.436327637599717,224,8149.262924343612,10.186578655429516,0.07954365558234966,0.09988430050471699,0.25,0.2675,0.07625,False,False,False,8149.262924343612,25305.949381529997
8,none,policy_value,profit,0.031093750000000003,0.21159507680498005,0.12222025574456498,15.719944502992645,15.361231141057985,-14.387515291676115,45.8274042976614,40.98692125980176,226,8692.624528141296,10.86578066017662,0.08257468242768347,0.09929589412945465,0.25,0.25875,0.1,False,False,False,8692.624528141296,33998.57390967129
9,none,policy_value,profit,0.029906250000000002,0.22101754415886746,0.10117922678101235,7.228397001893884,15.465714160231,-23.08384574734999,37.54063975113776,32.66723303174457,232,9372.225480212106,11.715281850265132,0.08569943009407849,0.10367729129447179,0.25,0.27,0.11375,False,False,False,9372.225480212106,43370.799389883396
10,none,policy_value,profit,0.02915625,0.21947967556839043,0.11571497816190274,10.366933369151894,14.777859044839476,-18.59713812734295,39.33100486564674,34.67434841763371,246,9162.12811779065,11.452660147238312,0.08239724053171575,0.09977647704134775,0.25,0.27125,0.09375,False,False,False,9162.12811779065,52532.927507674045
11,none,policy_value,profit,0.03025,0.20886251886464371,0.1352549137978275,-2.3131853065297254,13.30077035811882,-28.38221617508052,23.75584556202107,19.56463505827064,241,9088.53533658047,11.360669170725586,0.08030185809354759,0.09941425460910064,0.25,0.2825,0.09375,True,True,False,8838.53533658047,61371.462844254514
12,none,policy_value,profit,0.05295975130890052,0.2250767255048467,0.07612840810543534,1.8172902441205412,12.93583165029748,-23.536473900535842,27.171054388776927,23.09483985174599,252,4611.112169127189,5.763890211408986,0.08619012498699026,0.0824066416732279,0.25,0.29,0.1275,False,False,False,4611.112169127189,65982.5750133817
13,none,policy_value,profit,0.05948789267015707,0.22073649285169716,0.15292861883903952,11.714317271770478,13.398480309964883,-14.546221583329745,37.9748561268707,33.75285620525409,244,4376.423697823697,5.470529622279621,0.08176450156816113,0.08206058893547245,0.25,0.2525,0.08375,False,False,False,4376.423697823697,70358.99871120541
14,none,policy_value,profit,0.05293357329842932,0.21870878262924456,0.13840647941863368,12.740229769312755,13.532140398132354,-13.782278044766159,39.26273758339167,34.99861998359729,248,3933.932431141993,4.917415538927491,0.08246101160648596,0.07258721028873781,0.25,0.27625,0.09875,False,False,False,3933.932431141993,74292.9311423474
